source_apartment_name,target_apartment_name,distance_meters,distance_km
천우명덕,진한연립,77.52180924,0.08
천우에이스빌,진한연립,51.02678804,0.05
천우중앙,강서뉴타워,70.04944915,0.07
천우캐슬,우장산타워빌,132.79953385,0.13
천호1차우림루미아트,강동이루미아파트,72.55791441,0.07
천호2차우림루미아트,광남벨라스643V(50-7),30.43954286,0.03
천호2차이룸아파트,SM이로빌아파트,50.15685952,0.05
천호e-편한세상,즈믄촌,98.50281021,0.10
천호네스빌,우정에쉐르(101동),85.23326561,0.09
천호동1차예전이룸아파트,광남벨라스2차아파트,45.91682443,0.05
천호동삼성아파트,골드빌4차,77.88908928,0.08
천호동이연아마빌레아파트,이연아마빌레(293-8),122.58413288,0.12
천호롯데아파트,골드하임(102동),36.94074952,0.04
천호엘크루,대우한강베네시티,61.21954334,0.06
천호태영아파트,현진에스페랑스,84.03362053,0.08
철우,한강(대우),151.41613105,0.15
청계대주파크빌,주암해븐,160.46464553,0.16
청계벽산메가트리움,청계지웰에스테이트,37.9642321,0.04
청계상가,대림상가,58.54140488,0.06
청계지웰에스테이트,청계벽산메가트리움,37.9642321,0.04
청계천대성스카이렉스1,종로아인스빌,203.00372187,0.20
청계천대성스카이렉스2,텐즈힐(1단지),266.82531199,0.27
청계천두산위브더제니스,우일타운,81.36837615,0.08
청계푸르지오시티,삼희,115.73309953,0.12
청계한신휴플러스,신답극동,171.63104177,0.17
청광,주영,111.70638921,0.11
청광(761-5),푸른마을,108.83187928,0.11
청광아트빌(14차),서희융창,66.97084141,0.07
청광플러스원,진도2차,217.98517679,0.22
청광플러스원큐브2차,강동렘브란트,29.77986218,0.03
청광플러스원큐브3차,강동큐브(2차),38.95130519,0.04
청구,DMC자이1단지,236.37743291,0.24
청구(366),신동아(366),0,0.00
청구103동,기린,184.81210033,0.18
청구1차,청구2차,87.16925779,0.09
청구2차,청구1차,87.16925779,0.09
청구3,하계1청구,101.10596177,0.10
청구3차,청구2차,153.68428857,0.15
청구e편한세상,청구드림,108.98969675,0.11
청구강변1,강변청구3,76.19110905,0.08
청구드림,대성드림,39.95053975,0.04
청구빌라트,미주파스텔,146.87418276,0.15
청구아파트,벽산아파트2,136.85526452,0.14
청기와,광남벨라스2차,108.88440682,0.11
청나아파트,북한산힐스테이트7차,93.61947574,0.09
"청담2차이-편한세상(201동,202동,203동)",청담2차이-편한세상(204동),94.58795105,0.09
청담2차이-편한세상(204동),"청담2차이-편한세상(201동,202동,203동)",94.58795105,0.09
청담2차이-편한세상(205동),청담4차이-편한세상,71.95644552,0.07
청담3차이-편한세상(301동),한신오페라하우스2차,43.23276828,0.04
청담4차이-편한세상,청담2차이-편한세상(205동),71.95644552,0.07
청담7상지리츠빌,연세힐하우스1,83.44798988,0.08
청담8차상지리츠빌,대우로얄카운티3,48.05348964,0.05
청담CJ빌리지,청담신원아침도시마인,42.21349137,0.04
청담건영,청담현대3차아파트,94.43517165,0.09
청담그랑빌,청담파크빌,39.16750936,0.04
청담대림이-편한세상,청담4차이-편한세상,78.56197438,0.08
청담대우로얄카운티5차,청담포레,25.87409803,0.03
청담대우로얄카운티6차,청담7상지리츠빌,88.28959417,0.09
청담대우멤버스카운티11차,상지리츠빌10차,40.96182252,0.04
청담대우멤버스카운티12차,청담대우멤버스카운티9차,24.37716764,0.02
청담대우멤버스카운티6차,청담대우멤버스카운티8차,34.0317943,0.03
청담대우멤버스카운티7차,청담대우멤버스카운티9차,33.88794803,0.03
청담대우멤버스카운티8차,청담대우멤버스카운티6차,34.0317943,0.03
청담대우멤버스카운티9차,청담대우멤버스카운티12차,24.37716764,0.02
청담동삼성1차(101동),청담아르지움,49.03383969,0.05
청담동현대빌라트,대우리츠카운티,37.23234575,0.04
청담삼익아파트,청담자이,177.8305303,0.18
청담스위트,청담동삼성1차(101동),49.38643272,0.05
청담신원아침도시마인,청담대우멤버스카운티11차,41.6040392,0.04
청담아르지움,청담동삼성1차(101동),49.03383969,0.05
청담아이파크,마크힐스웨스트윙,45.9142109,0.05
청담우방아파트,현대빌라(43-1),49.8954463,0.05
청담자이,뉴현대리버빌,141.5755399,0.14
청담파라곤Ⅱ2단지,연세힐하우스1,30.91062907,0.03
청담파크빌,청담그랑빌,39.16750936,0.04
청담포레,청담대우로얄카운티5차,25.87409803,0.03
청담현대3차아파트,구산,78.24728389,0.08
청담힐(에이동)진도(비동),삼호빌라B동,29.07123339,0.03
청록,태광,31.22905313,0.03
청록MS(91-9),보배빌아파트(90-2),29.21835059,0.03
청목파크빌,대성빌라트(552-6),54.3720574,0.05
청백3,청백4,134.94459653,0.13
청백4,청백3,134.94459653,0.13
청성,"월드메르디앙201동,202동",166.71449614,0.17
청성(877-0),원미,328.40172556,0.33
청성넥스빌,오투힐,29.77827088,0.03
청성스카이,송정제이빌102동,299.20691419,0.30
청솔,경희,49.25515409,0.05
청솔(시영7),공릉1단지아파트,281.90040393,0.28
청솔101동,원다벨라빌,74.31511052,0.07
청솔103동,청솔샤르망1001동,39.14673604,0.04
청솔2차우성,전농SK,182.09600799,0.18
청솔리치,썬힐하우스,32.63037137,0.03
청솔브레싱(A동)(400-1),청솔브레싱(B동)(400-9),22.33097843,0.02
청솔브레싱(B동)(400-9),청솔브레싱(A동)(400-1),22.33097843,0.02
청솔샤르망1001동,청솔103동,39.14673604,0.04
청솔샤르망1002동,신세계5차,28.82239497,0.03
청솔샤르망1003동,신세계5차,42.10202317,0.04
청솔샤르망1004동,청솔샤르망1002동,54.62563469,0.05
청솔수(711-6),유니드,30.98433331,0.03
청솔숲속마을101동,청솔숲속마을102동,82.92776947,0.08
청솔숲속마을102동,청솔숲속마을101동,82.92776947,0.08
청솔아파트,녹번JR아파트,87.89262548,0.09
청솔아파트(A동),청솔아파트(B동),17.8336031,0.02
청솔아파트(B동),청솔아파트(A동),17.8336031,0.02
청솔아파트8,태릉우성아파트,176.42761867,0.18
청솔아파트9,청솔아파트8,215.91154155,0.22
청솔우성,하이리빙,38.72332011,0.04
청솔파인힐(736-0),태일,42.99441745,0.04
청솔펠리체,코오롱하늘채,89.17716158,0.09
청솔하이츠1동,DMC휴먼빌아파트,67.43098246,0.07
청솔해오름,강서월드메르디앙,70.47654769,0.07
청송,삼혜아트빌,20.92161143,0.02
청송그린힐,레미앙,55.99951778,0.06
청송빌라,(743-55),18.58339182,0.02
청수대아파트,대명아파트,49.59496139,0.05
청실,영화,81.03041451,0.08
청암,대우(효령),222.81412985,0.22
청암1단지,동아불암,131.61068335,0.13
청암2단지,상계불암대림,125.7299636,0.13
청암3단지(582),중계스타클래스,236.42706814,0.24
청암두산위브센티움,동부,251.88267724,0.25
청옥,동우,60.7209914,0.06
청우,동성네스트빌(1158-17),50.48932139,0.05
청우(391-2),근상프리즘(342-35),177.43201746,0.18
청우그린,스카이,286.05721579,0.29
청우씨티아파트,씨엠아파트,73.15181634,0.07
청우아트빌리지(738-39),계영주택(738-27),15.80088196,0.02
청우참조은,미랜드,57.26166522,0.06
청운,삼부,117.17529738,0.12
청운아파트,초원,31.71774807,0.03
청운제일(362-0),선정(35-2),82.40994377,0.08
청운퀸즈,명남뉴,14.65417025,0.01
청운현대,효자,652.62908633,0.65
청원,보성제이드,65.37555377,0.07
청원다미소,로얄,242.42539375,0.24
청원파크빌,노바,107.2610585,0.11
청원파크빌2,청원파크빌3,51.95443301,0.05
청원파크빌3,청원파크빌2,51.95443301,0.05
청자,심미,56.00553637,0.06
청재제일타운,한양아이클래스,214.60372726,0.21
청정,신월휘버스,69.31479355,0.07
청정(A),청정(B),21.69859052,0.02
청정(B),청정(A),21.69859052,0.02
청하아파트A동,영창하모니A,223.69318299,0.22
청학,길훈로즈빌,125.48862284,0.13
"청학아파트에이동,비동,씨동",압구정Ainvill,296.11154194,0.30
청호,흑석한강푸르지오,311.54600937,0.31
청호센트레빌,문성,33.35788639,0.03
청화,동익미라벨,206.68185052,0.21
청화1,아울스타운,173.03293894,0.17
초록,희훈리치파크,84.5864469,0.08
초롱타운,중앙하이츠(1269),333.73091377,0.33
초안1,창동한승미메이드,140.66034055,0.14
초안2,월계흥화브라운빌,97.77593889,0.10
초안산신도브래뉴,창동한승미메이드,59.39962938,0.06
초안산쌍용스윗닷홈,월계흥화브라운빌,120.64299005,0.12
초원,청운아파트,31.71774807,0.03
초원넥스빌,효원,193.96610029,0.19
초원동아,미랜드퀸아파트101동,82.87555133,0.08
초원드림빌,남양,218.47016006,0.22
초원탑스빌,리치타운,26.05727423,0.03
초원현대,서초리젠,86.87575699,0.09
춘당아네시스,이연에버리치,67.48481147,0.07
충림예하임,우리유앤미,89.26939207,0.09
충무,묵정,57.21434517,0.06
충무로엘크루메크로시티2차,남산센트럴자이,226.66913527,0.23
충우,시민,30.52015848,0.03
충우팰리스1,충우팰리스2,21.27571882,0.02
충우팰리스2,충우팰리스1,21.27571882,0.02
충정,사랑채,85.81763173,0.09
충정리시온,사랑채,91.07048328,0.09
충정솔레디움(101동),충정솔레디움(102동),22.82672223,0.02
충정솔레디움(102동),충정솔레디움(101동),22.82672223,0.02
충효파크타운,노원IPARK,212.17092661,0.21
치현마을동일스위트리버,동일스위트리버2차,61.58029742,0.06
칠성(3),칠성(977-2),30.00648149,0.03
칠성(977-2),칠성(3),30.00648149,0.03
카나피아,쌍용스윗닷홈(105동),106.90598306,0.11
카나피아Ⅱ,동성아파트(103동),181.47600496,0.18
카사빌,쎈트앤빌,29.48222737,0.03
카사빌라,현대하이페리온,142.4815371,0.14
카후나빌,일동행복세상,42.96872482,0.04
칼라,연지토성,126.43314749,0.13
캐릭터그린빌,보라매우성,57.69325474,0.06
캐슬아파트(18-10),송학,99.84473612,0.10
캠퍼스프라자,화양현대,416.96815658,0.42
케어빌(98-8),비즈트위트그린,29.59494011,0.03
케이씨씨,르메이에르,321.53387495,0.32
케이앤피상상,미랜드퀸,164.65871279,0.16
케이엔피로얄,그랜드1,74.15733396,0.07
코랜드빌리지,선광,75.11818533,0.08
코스모그린,신림큐브,304.94061575,0.30
코스모블루,서울대역해담채,91.36238112,0.09
코스모스,한강동부,39.96416254,0.04
코스코수,부미아띠랑스힐,40.42006246,0.04
코아,한양아트빌(77-3),140.90052844,0.14
코아루1단지,코아루2단지,88.20876305,0.09
코아루2단지,코아루1단지,88.20876305,0.09
코아루센타시아,트라움하임,311.55250101,0.31
코업스타클래스,월곡갑을명가,219.09225727,0.22
코오롱,한라,237.4134084,0.24
코오롱(1차),에스케이허브진,94.112465,0.09
코오롱2,포레스(A동),85.11869951,0.09
코오롱상가아파트,현대프라자아파트,57.69444852,0.06
코오롱아파트,한성나이스빌,133.56531766,0.13
코오롱오투빌2,대림아르빌아파트,86.86374445,0.09
코오롱하늘채,청솔펠리체,89.17716158,0.09
코원,우진체리쉬,23.75392039,0.02
코지아뜨리에,이편한세상보문,241.81812369,0.24
코지한주,동아불암,237.50718309,0.24
코코아파트,석관래미안,631.00040061,0.63
크라운빌,예향,32.41726378,0.03
크래스빌,롯데낙천대,147.29733026,0.15
크로바,잠실아이스페이스,168.86980126,0.17
크로바맨션,인택,53.78388553,0.05
크로스캐슬,송민,27.45829967,0.03
클래식타워,현대썬앤빌청계,53.54685088,0.05
킴스빌리지,한신타워,45.28682463,0.05
킹스매너,경희궁파크팰리스,99.12914787,0.10
타운빌라트,광남캐스빌(448-5),57.71086566,0.06
타워,무지개아파트(308-86),38.05015003,0.04
타워맨션,빌라맨션,64.6171572,0.06
타워빌,양천벽산블루밍3단지,42.77355944,0.04
타워팰리스1,타워팰리스2,165.15991316,0.17
타워팰리스2,타워팰리스1,165.15991316,0.17
타워팰리스3,우성캐릭터199,123.62519217,0.12
타워힐101동,롯데2,68.17729292,0.07
탑,더갤러리테라스,199.16661526,0.20
탑건위너빌,삼익플라주행복한마을,82.9539394,0.08
탑건위너빌1,예전이룸1차,83.95053872,0.08
탑건위너스빌,은하아파트,151.5670875,0.15
탑건진선미,미리내아파트,77.19444598,0.08
탑빌라트,팔라티노,77.33454609,0.08
탑스빌,종로청계힐스테이트,146.66655801,0.15
탑스빌아파트,현대성우아파트,116.40015049,0.12
탑스빌아파트(101동),삼익아파트,79.19550618,0.08
탑팰리스,현대이스트빌,117.61625566,0.12
태강아파트(아이파크),태릉우성아파트,146.48836714,0.15
태경아파트,지오프레저101동,86.98801748,0.09
태경크레앙스(101동),길명1차아파트,23.49039503,0.02
태경하이빌,제일아파트,143.95026362,0.14
태광,청록,31.22905313,0.03
태극에버빌,돈암동 풍림아파트 101~105동,153.73366126,0.15
태남프라자,심미,62.18444068,0.06
태능에셈빌,동구햇살아파트101동,113.32517594,0.11
태릉우성아파트,태강아파트(아이파크),146.48836714,0.15
태성,청원파크빌2,99.03400125,0.10
태성1,신성미소시티,299.33364967,0.30
태성비리치,화곡예다움,129.16363712,0.13
태솔,예다움,42.99344563,0.04
태솔아파트1차,가야써니빌(373-7),63.11459866,0.06
태솔아파트2차,현대홈타운2차,83.014003,0.08
태솔에버빌,SM이로빌5차,38.07738209,0.04
태솔에버빌2차,제이드파크(382-2),56.90374173,0.06
태솔캡슬,성덕,34.46883944,0.03
태솔타운,태솔캡슬,56.36917066,0.06
태솔타운(1차),선일크라시아,26.99756599,0.03
태솔타운2차,태솔타운3차,19.25039565,0.02
태솔타운3차,태솔타운2차,19.25039565,0.02
태솔타워,정은스카이빌201동,80.62584649,0.08
태승,봉천우성,77.19986595,0.08
태승훼미리,수산오성,50.26990444,0.05
태승훼미리2,이너스102동,89.55626675,0.09
태승훼미리3차,내츄럴1차,40.11033828,0.04
태승훼미리4차,경동팰리스힐,72.0418086,0.07
태승훼미리아파트,건영장미아파트,75.17113988,0.08
태승훼미리아파트5차,광성금강,126.26844582,0.13
태승훼밀리,창건애드웰,251.39254628,0.25
태양,대신빌라,12.20428811,0.01
태양아파트,삼익(217-9),63.63526076,0.06
태양아파트(612-2),태양아파트(612-34),28.99528655,0.03
태양아파트(612-34),태양아파트(612-2),28.99528655,0.03
태양파크빌,양재,27.21874137,0.03
태영,염창2차보람,95.91985568,0.10
태영그린(917-16),세림아파트,15.39270573,0.02
태영데시앙,문래금호어울림,59.156769,0.06
태영데시앙1,태영데시앙2(1411동),115.98324245,0.12
태영데시앙2(1411동),태영데시앙1,115.98324245,0.12
태영방송인,화곡예다움,91.43643498,0.09
태영빌라2,(740-25),13.09438711,0.01
태영아파트,삼환아파트,160.29444767,0.16
태영으뜸(데시앙),인왕산벽산,205.56273468,0.21
태영홈아파트,만민라이프,117.96652695,0.12
태원강변,진넥스빌,40.61045353,0.04
태원팰리스,효창PALACEVILLE,47.61975889,0.05
태원팰리스5차(432-1132),인성아트빌,260.24751588,0.26
태일,청솔파인힐(736-0),42.99441745,0.04
태진,한우리(101동),55.76922437,0.06
태진드림피아,염창1차보람더하임,115.28372907,0.12
태진아름,세심,169.13350611,0.17
태진한솔,주상복합태진가람,50.44642755,0.05
태창네스트빌,고덕골든빌(102동),51.79864333,0.05
태창네스트힐,세한(410-150),33.04845425,0.03
태천,한솔애리즈3차,29.51679499,0.03
태천와이드빌,천호동이연아마빌레아파트,150.80716651,0.15
태천해오름,상상프리,63.11772999,0.06
태천해오름(412-1),둔촌역아치스톤(101동),49.00340197,0.05
태천해오름101동,태천해오름102동A,32.33869845,0.03
태천해오름102동A,태천해오름102동B,23.32336874,0.02
태천해오름102동B,태천해오름102동A,23.32336874,0.02
태천해오름103동,다성씨티(1차),38.33077983,0.04
태천해오름15차,한솔애리즈3차,125.80688322,0.13
태천해오름아파트,다성이즈빌아파트(55-25),62.76709704,0.06
태천해오름주상복합,구의현대홈시티,150.99851401,0.15
태청,행복자,161.80093079,0.16
태헌(신월프라자),궁전,52.11194066,0.05
태형,은성,95.80452846,0.10
태화상가빌라트,제이월드,68.16249067,0.07
태흥,장인이즈빌,49.09649737,0.05
테마빌2,뉴월드,22.50272121,0.02
테헤란로대우아이빌(891-6),대우아이빌명문가(891-23),79.64058306,0.08
텐즈힐(1단지),텐즈힐(2단지),255.31006887,0.26
텐즈힐(2단지),텐즈힐(1단지),255.31006887,0.26
토석아네스아파트,화성파크빌,48.3577073,0.05
토성현대,현대리버빌2지구,73.18725301,0.07
토토타워(5차),글로리안(B),19.60813344,0.02
투니온,신이문금호어울림,69.52063621,0.07
투원씨B동,강동,148.87646753,0.15
트라움하우스2,현대빌라트,48.08539067,0.05
트라움하임,이수브라운스톤돈암,271.9387442,0.27
트라팰리스웨스턴에비뉴,트라팰리스이스턴에비뉴,80.05851125,0.08
트라팰리스이스턴에비뉴,트라팰리스웨스턴에비뉴,80.05851125,0.08
트레벨,래미안도곡카운티,116.66511315,0.12
트리움팰리스,임탑-B,20.13053055,0.02
트리지움,갤러리아팰리스,278.44335641,0.28
트윈빌비동,형우베스트빌3차,34.23488824,0.03
트윈빌에이동,트윈빌비동,54.24719843,0.05
트윈팰리스(101동),트윈팰리스(102동),22.76843549,0.02
트윈팰리스(102동),트윈팰리스(101동),22.76843549,0.02
티에스프리우스,서초동롯데캐슬리버티,103.55586525,0.10
파라다이스(477-7),루이스캐슬,49.52941879,0.05
파라다이스리버빌,광진하우스토리한강,106.12014682,0.11
파라다이스빌,신원에벤에셀,161.1789088,0.16
파라다이스빌(40-0),신동아타워,101.14296999,0.10
파라디아,코오롱2,113.87252477,0.11
파르네빌,구의현대7단지현대홈타운,93.54115103,0.09
파인마루오피스텔,비즈트위트그린,23.70908686,0.02
파인빌,목동신세계아파트,106.50844533,0.11
파인빌리지,그랑씨엘2000,28.93477659,0.03
파인힐빌,현대플래티앙Ⅰ,39.49611874,0.04
파크(가),파크(나),15.53193134,0.02
파크(나),파크(가),15.53193134,0.02
파크리오,장미2,317.43388214,0.32
파크리오,장미3,317.43388214,0.32
파크뷰,선경에버빌,95.62595219,0.10
파크뷰진도맨션,신호빌라트,38.3920556,0.04
파크뷰캐슬,새한올림픽,44.96616695,0.04
파크빌,한인트윈빌,101.64755018,0.10
파크사이드,다원아파트,147.43202691,0.15
파크인-수,잠실포스코더샵,76.87074724,0.08
파크타운,한솔아파트,183.19716355,0.18
파크프라자,메이저,126.1586539,0.13
파크하비오,동부브리앙뜨1,207.77191563,0.21
파크힐,동일4차,26.28114233,0.03
판테옹-2,노블하우스(803-8),25.69689663,0.03
팔라디오,상지리츠빌(73-2),51.26151091,0.05
팔라시오,새진(1653-10),156.6023692,0.16
팔라이스아파트먼트(915-8),한백e,19.21603683,0.02
팔라티노,방배대우멤버스카운티(809-17),42.93285541,0.04
팰리스필,동양부로미(926-4),61.20713109,0.06
팰리스힐,성동레인보우,139.29170143,0.14
퍼스티안,이에스에이아파트3,133.39382511,0.13
퍼시픽하우스44차,전농동삼성래미안,314.67365696,0.31
펜트라우스,대우메트로디오빌,109.69655181,0.11
펠리체,아델스빌1,59.16727876,0.06
펭귄,엘리스,226.6694604,0.23
평대미진아파트,고려아파트(D동),36.15112045,0.04
평대보민아파트,성인아파트,133.50707448,0.13
평화그린,종인아네스트,173.14897893,0.17
포레나 신길,래미안영등포프레비뉴,250.45401768,0.25
포레스(A동),코오롱2,85.11869951,0.09
포레스빌,우성112,338.97212729,0.34
포레스트힐시티,여의도씨티아이,322.11518568,0.32
포스시티,미진주택B동,118.45007266,0.12
포스코더샵,상도더샵2차,71.12675276,0.07
포스코트,한신(개포),160.31589276,0.16
포시티,주함해븐타워,49.86484855,0.05
포엠빌,다경하이빌,134.3108048,0.13
포이벨리,한림,122.22353048,0.12
포인트아파트에이동,IS아파트,215.42216743,0.22
폭포동4단지힐스테이트(408~422동)BL3-9,폭포동4단지힐스테이트(423~425동)BL3-10,319.26597451,0.32
폭포동4단지힐스테이트(423~425동)BL3-10,폭포동4단지힐스테이트(426~428동)BL3-11,214.41941536,0.21
폭포동4단지힐스테이트(426~428동)BL3-11,폭포동4단지힐스테이트(423~425동)BL3-10,214.41941536,0.21
폴라씨엘로,방배샤인힐6차,62.04408494,0.06
푸르빌3차,반석블레스빌,41.31891361,0.04
푸르지오시티,수유프리미어엠,151.23389622,0.15
푸른마을,청광(761-5),108.83187928,0.11
푸른마을(432-921),푸른마을(B),7.9179037,0.01
푸른마을(8차),신금호두산위브,59.4777955,0.06
푸른마을(B),푸른마을(432-921),7.9179037,0.01
푸른마을2,푸른마을3,270.9635187,0.27
푸른마을3,동일하이빌1단지,204.42606139,0.20
푸른마을4,동일하이빌1단지,157.75346387,0.16
푸른마을아파트101동~111동,샘터마을,160.50240538,0.16
푸른솔,아이언,170.50469521,0.17
푸른솔아파트1동,삼성동한솔아파트,67.99881713,0.07
푸른숲,뉴월드(240-63),220.94576467,0.22
푸른숲2차(474-18),태성비리치,145.49414808,0.15
푸른터,을미월드힐,54.1135373,0.05
푸리마타운,프라비다트라움,166.24458558,0.17
풍림,금강산아파트,209.6254671,0.21
풍림(1차),아셈,58.65807414,0.06
풍림1,가락한일유앤아이,34.85147431,0.03
풍림1차,홍은동아더프라임,131.52963895,0.13
풍림2,풍림1차,165.45272796,0.17
풍림아이원,건양노블레스빌,71.43516612,0.07
풍림아이원(101동),풍림아이원(102동),27.64582461,0.03
풍림아이원(102동),풍림아이원(101동),27.64582461,0.03
풍림아이원1차101동(910-3),풍림아이원아파트,23.42946613,0.02
풍림아이원2차201동,풍림아이원2차202동,28.40590838,0.03
풍림아이원2차202동,풍림아이원2차201동,28.40590838,0.03
풍림아이원3차(1007-1),풍림아이원4차(1007-2),46.27032167,0.05
풍림아이원4차(1007-2),풍림아이원3차(1007-1),46.27032167,0.05
풍림아이원아파트,풍림아이원1차101동(910-3),23.42946613,0.02
풍림아이원플러스,현대이에스에이아파트,56.69494385,0.06
풍림아트빌(277-43),장성미모아,105.46371875,0.11
풍림아파트A,시영2단지(라이프)아파트,158.27140605,0.16
풍림아파트B,신도1차아파트,115.78989956,0.12
풍산쉐르빌,한영(101),104.04570856,0.10
풍산쉐르빌101동,동일스카이시티101동,168.39690103,0.17
풍산쉐르빌A동,파크(나),90.76166487,0.09
풍성애뜨란아파트,제일(코오롱),93.43401784,0.09
풍원팰리스,천우네오젠9차,24.29994437,0.02
풍전,한강자이에클라트,181.21640637,0.18
풍진베이스타운,송도그린빌B동,37.13015536,0.04
퓨전빌,세림리오빌,125.74484157,0.13
프라비다1,서울대역마에스트로,61.25667937,0.06
프라비다2,서울대역해담채,30.54340781,0.03
프라비다M,마에스트로캠퍼스타운,35.45885969,0.04
프라비다트라움,푸리마타운,166.24458558,0.17
프라우드아파트,진주하이츠(10-89),77.05148205,0.08
프라이어팰리스,암사동한솔,175.97092393,0.18
프라임,삼성빌라트,69.02535491,0.07
프라임2,도현블랑빌,88.19568267,0.09
프라임빌라트,반포대우멤버스카운티2차,115.0953308,0.12
프라임팰리스,조이팰리스(90-23),98.8983197,0.10
프라임팰리스(1024-23),화곡대진(1021-2),79.03288092,0.08
프라임펠리스,CJ나인파크,76.19374744,0.08
프라자,현대1,153.12507959,0.15
프레미어스엠코,한일써너스빌,125.47402099,0.13
프레스턴(1-62),방배아펠바움,40.50803858,0.04
프레스턴클레식,끄레메빌,48.10044158,0.05
프리가,삼두,253.44491246,0.25
프리마빌,요진와이시티미니,24.25911838,0.02
프리우스,방배포레스트,30.70885865,0.03
플라워스위트101동102동,솔본,26.2258066,0.03
피스플하우스,동순미,140.20383931,0.14
피어리스,미동,95.69211673,0.10
피오레,"산장아파트가동,나동",119.03270559,0.12
필그린빌라,방배포레스트,50.17338436,0.05
필로스(193-45),월드메르디앙102동,34.55626793,0.03
하계1청구,청구3,101.10596177,0.10
하계2현대,롯데우성,255.76186474,0.26
하나세인스톤1차,우원그린빌,21.5014465,0.02
하나세인스톤2차,SR친오애,26.40242672,0.03
하나세인스톤3차,한스타워,29.04993285,0.03
하나세인스톤Ⅴ,대림우성2,102.6748924,0.10
하나어울림,유승셀르빌,112.10735362,0.11
하나테크노빌,마포자이2차,170.31448974,0.17
하나플러스,길동3차이룸,80.88732271,0.08
하나플러스ll,강동네스빌,69.40685857,0.07
하늘공원(101동),하늘공원아파트(102동),28.89754774,0.03
하늘공원아파트(102동),하늘공원(101동),28.89754774,0.03
하늘공원아파트(103동),하늘공원아파트(102동),32.07766707,0.03
하늘바람,상지리츠빌8차,67.82304593,0.07
하늘애,욱현(208-1),105.62434552,0.11
하니맨션,진양상가,238.7036202,0.24
하루방,신건영주택A,82.62012644,0.08
하림빌라트,동문(482-0),44.46254971,0.04
하야트빌,유로미아파트B동,148.90613339,0.15
하영,신신(2차),17.19311778,0.02
하우니티,영진팰리스,150.18095429,0.15
하이1(113-5),신당동파라다이스,201.03954868,0.20
하이리빙,청솔우성,38.72332011,0.04
하이브,강동큐브,23.69590826,0.02
하이브2,강동역신동아파밀리에,75.05420753,0.08
하이캐슬,벽산타운II,52.69015968,0.05
하이캐슬101동,은선,75.64151316,0.08
하이파크아파트,잠실포스코더샵,397.0195389,0.40
하이페리온,대명비발디,81.50740926,0.08
하이페리온2,진도1,118.39817397,0.12
하이펠리스,광남캐스빌1(512-4),39.45720996,0.04
학마을1단지,신정6현대,241.53308681,0.24
학여울청구,롯데(505),288.73814433,0.29
학여울청구,상아,288.73814433,0.29
한가람,한강(대우),100.31606973,0.10
한강,롯데캐슬갤럭시,170.79922596,0.17
한강(대우),한가람,100.31606973,0.10
한강1차대주피오레,강변타운,71.11505612,0.07
한강2차대주피오레,현진에버빌2,82.60281832,0.08
한강그린1차아파트,한강1차대주피오레,193.66279503,0.19
한강그린2차,한강그린1차아파트,205.81948283,0.21
한강극동,한강아남,70.2657279,0.07
한강대우트럼프월드3,빌라맨션,238.4934585,0.24
한강동부,코스모스,39.96416254,0.04
한강동아,강변코아루,100.24992686,0.10
한강동원아파트,그레이스3차,233.83969714,0.23
한강로대우아이빌,벽산메가트리움,98.21702486,0.10
한강르네상스,금호베스트빌1,376.77394227,0.38
한강리치팰리스,경지리버캐슬,49.83598163,0.05
한강맨숀,로얄맨숀,91.66258654,0.09
한강밤섬자이,래미안밤섬리베뉴Ⅱ,218.09512374,0.22
한강빌라,현대플라티앙2,149.76956857,0.15
한강삼성,마포대림1,85.71879708,0.09
한강성원,한강현대,75.02403104,0.08
한강수,리버힐삼성,168.33630603,0.17
한강쌍용,극동강변,126.26226027,0.13
한강아남,한강극동,70.2657279,0.07
한강아파트,브라운스톤당산,88.13924805,0.09
한강우성,한강성원,80.01911055,0.08
한강월드컵,광남캐스빌A,26.50070084,0.03
한강자이에클라트,풍전,181.21640637,0.18
한강타운,리버힐삼성,90.15142736,0.09
한강포스파크,영상라이브센스,104.04722842,0.10
한강현대,한강성원,75.02403104,0.08
한강현대아파트,삼성광장2,110.70213455,0.11
한강훼미리,형인허브빌,47.27224152,0.05
한강훼미리주상복합아파트,가우디트윈캐슬1,42.10575864,0.04
한건,대은팰리스뷰(102),89.76499763,0.09
한건브리앙,주함해븐,345.75948371,0.35
한건브리앙아파트,다성씨티아파트(340-6),118.2544364,0.12
한건토파즈빌,신명스카이뷰,368.4831132,0.37
한국,동구햇살,141.72703979,0.14
한국개나리,신일해피트리,72.59524756,0.07
한국리치빌,뉴캐슬,73.75458213,0.07
한국프라우드,리버아인,43.24847977,0.04
한국현대,우방,64.37349481,0.06
한남더힐,유엔맨숀,228.35032362,0.23
한남동UNVILLAGE루하우스,유엔맨숀,90.81271699,0.09
한남동동원베네스트,리버탑,87.65292069,0.09
한남동리첸시아,성아1,71.20431404,0.07
한남로얄팰리스,장미1,119.72274135,0.12
한남파라곤,대성이태리하우스,41.5944467,0.04
한남하우스,대성이태리하우스,203.2253351,0.20
한남하이츠,극동옥정,125.91260266,0.13
한남힐스테이트,현대하이페리온,126.20754509,0.13
한독,광남캐스빌(435-7),59.84182873,0.06
한라,정호샤인빌,42.29922102,0.04
한라비발디,한신엠비씨,93.66948671,0.09
