apartment_name,school_name,distance_meters,distance_km
수정빌라트(56-45),서울삼성학교,545.16393078,0.55
수풍,서울신북초등학교,126.96885773,0.13
순복음(초원),여의도고등학교,1112.82577233,1.11
순영웰라이빌,영원중학교,176.08790594,0.18
순영웰라이빌1차,영림중학교,119.19850171,0.12
순영웰라이빌2차,영림중학교,128.14199857,0.13
순화동더샵,서울의료보건고등학교,570.0454248,0.57
숭실골드,서울상현초등학교,160.93151109,0.16
숭인모범103동,학력인정 진형중학교(2년제),392.06472803,0.39
숭인모범103동,학력인정 진형고등학교(2년제),392.06472803,0.39
숭인모범104동,학력인정 진형중학교(2년제),413.46485219,0.41
숭인모범104동,학력인정 진형고등학교(2년제),413.46485219,0.41
숭인모범105동,대광초등학교,400.70891867,0.40
숭인상가,학력인정 진형고등학교(2년제),217.18969845,0.22
숭인상가,학력인정 진형중학교(2년제),217.18969845,0.22
숭인한양LEEPS,학력인정 진형고등학교(2년제),185.52769441,0.19
숭인한양LEEPS,학력인정 진형중학교(2년제),185.52769441,0.19
쉐라톤,연천중학교,80.93367447,0.08
슈와이,대영중학교,223.48910275,0.22
스마트빌,신도봉중학교,305.93321178,0.31
스위트빌,서울고등학교,259.02659954,0.26
스위트캐슬레지던스,서울논현초등학교,501.1102024,0.50
스카이,문일중학교,155.25088203,0.16
스카이,문일고등학교,155.25088203,0.16
스카이(924-10),서울신강초등학교,410.96006278,0.41
스카이빌(8-87),창문여자고등학교,385.40288746,0.39
스카이빌(8-87),창문여자중학교,385.40288746,0.39
스카이빌1차,건국대학교사범대학부속중학교,168.21813222,0.17
스카이빌2,서울보광초등학교,315.52430764,0.32
스카이빌2차,건국대학교사범대학부속중학교,258.11875881,0.26
스카이빌아파트,서울정목초등학교,264.12994903,0.26
스카이써밋아파트,서울도곡초등학교,385.43628981,0.39
스타파크아파트,서울안평초등학교,464.96999943,0.46
스타팰리스,홍익대학교사범대학부속고등학교,324.9531462,0.32
스타팰리스,홍익대학교사범대학부속중학교,324.9531462,0.32
스테이72여의도,영원중학교,308.19964943,0.31
승윤노블리안,서울신강초등학교,424.82256943,0.42
승일카이저,서울중목초등학교,473.67774983,0.47
시가오？,천호중학교,454.19518093,0.45
시가오？에이동,천호중학교,467.55440965,0.47
시그마,언남중학교,282.02459258,0.28
시그마팰리스,서울가인초등학교,277.34153448,0.28
시민,서연중학교,539.30364364,0.54
시범,서울독일학교,208.74483004,0.21
시영,서울포이초등학교,175.87669934,0.18
시영2단지(라이프)아파트,서울중현초등학교,194.2144974,0.19
시영3차(라이프)아파트,서울용원초등학교,296.97327616,0.30
시티,서울성산초등학교,465.06627439,0.47
시티(B동),봉은중학교,166.58835817,0.17
시티빌아파트,천일중학교,279.35959224,0.28
시티월드,서울오류초등학교,355.82822301,0.36
시티파크(2단지),용산철도고등학교,300.80553873,0.30
시티플레이스,서울돈암초등학교,161.57291829,0.16
시티하우스,용산철도고등학교,95.38041136,0.10
시흥(817-29),서울시흥초등학교,285.63945072,0.29
시흥동월드메르디앙,서울신흥초등학교,202.69349133,0.20
시흥목련,서울금나래초등학교,428.13096644,0.43
시흥베르빌,서울금나래초등학교,143.96922601,0.14
신개봉삼환,경인중학교,428.74149464,0.43
신건영주택A,신도봉중학교,261.1001056,0.26
신공덕1차삼성래미안1아파트,서울공덕초등학교,278.96817044,0.28
신공덕e편한세상,학력인정 서울자동차고등학교,139.64505905,0.14
신공덕래미안2차,서울공덕초등학교,280.78231268,0.28
신공덕래미안3차,서울공덕초등학교,179.41309852,0.18
신구노빌리티,방배중학교,287.23786508,0.29
신구레베빌14차,방배중학교,243.23312366,0.24
신구로자이,서울구로초등학교,336.78770219,0.34
신구블레스밸리,서울방산초등학교,228.77530887,0.23
신구하이텍빌리지,서울방배초등학교,240.6907168,0.24
신금호두산위브,서울금북초등학교,202.02004546,0.20
신금호파크자이,대경생활과학고등학교,177.82976544,0.18
신금호파크자이,대경중학교,177.82976544,0.18
신기목련아파트,서울우신초등학교,315.08554826,0.32
신길동자이,서울영신초등학교,441.30505496,0.44
신길레전드힐스,대영고등학교,332.63723185,0.33
신내,원묵고등학교,142.49497049,0.14
신내 데시앙포레,서울새솔초등학교,327.81201688,0.33
신내11대명,서울신현초등학교,196.05852191,0.20
신내6대주,금성초등학교,102.21460802,0.10
신내9진흥,서울봉화초등학교,270.29464534,0.27
신내대림아파트,금성초등학교,167.59638835,0.17
신내두산아파트,금성초등학교,167.59638835,0.17
신내아트빌,서울신내초등학교,164.94159907,0.16
신내우디안1단지,서울새솔초등학교,402.84863379,0.40
신답경남,숭인중학교,121.15487391,0.12
신답극동,서울신답초등학교,102.61821612,0.10
신당동파라다이스,서울흥인초등학교,285.81533638,0.29
신당아르브,성동고등학교,122.71517993,0.12
신당역솔하임,성동고등학교,170.1519831,0.17
신당푸르지오,금호여자중학교,154.21141162,0.15
신대림신동아파밀리에,서울대동초등학교,255.22712734,0.26
신대림아파트,서울공연초등학교,204.4167736,0.20
신대림자이1단지,서울영림초등학교,88.65931197,0.09
신대림자이2단지,서울영림초등학교,151.01325486,0.15
신대방,누리학교,365.9283407,0.37
신대방경남,대림중학교,328.44066293,0.33
신대방타워,누리학교,122.86269797,0.12
신대상,서울송중초등학교,186.58291443,0.19
신도,서울공릉초등학교,311.91950601,0.31
신도1차아파트,서울용원초등학교,280.53066221,0.28
신도2,서울공릉초등학교,353.95709458,0.35
신도금잔디,서울신정초등학교,498.86883031,0.50
신도림2차푸르지오,신도림중학교,411.66060681,0.41
신도림3차푸르지오,서울미래초등학교,399.90519056,0.40
신도림LG자이,서울미래초등학교,397.08603992,0.40
신도림로제리움,서울미래초등학교,351.08070941,0.35
신도림롯데아파트,서울미래초등학교,385.96721954,0.39
신도림태영타운,서울미래초등학교,118.07056641,0.12
신도림팰러티움,서울신미림초등학교,408.31751103,0.41
신도림현대,서울미래초등학교,207.27849822,0.21
신도봉,북서울중학교,267.13216269,0.27
신도브래뉴,서울공릉초등학교,439.12335028,0.44
신도브래뉴2차,서울강신초등학교,146.25818384,0.15
신도신월1차,신남중학교,326.39297637,0.33
신동아,문래중학교,258.24628915,0.26
신동아(22),서울논현초등학교,759.1165613,0.76
신동아(366),서울불암초등학교,108.4503384,0.11
신동아1,오산고등학교,266.98917747,0.27
신동아1,오산중학교,266.98917747,0.27
신동아4,신명중학교,155.07990612,0.16
신동아5,학력인정 신동신중학교(2년제),99.56597827,0.10
신동아5,학력인정 신동신정보산업고등학교(2년제),99.56597827,0.10
신동아5,학력인정 신동신중.정보산업고등학교,99.56597827,0.10
신동아리버파크,서울영본초등학교,531.26456274,0.53
신동아블루아광화문의꿈,서울매동초등학교,346.77678595,0.35
신동아빌라트,청담고등학교,98.71361363,0.10
신동아아파트(1차),서울서이초등학교,164.95770607,0.16
신동아아파트(2차),서울서이초등학교,132.51075558,0.13
신동아아파트1,서울신학초등학교,94.14996985,0.09
신동아아파트2,서울초당초등학교,139.38506549,0.14
신동아아파트3,서울초당초등학교,215.5144958,0.22
신동아아파트4,신방학중학교,154.1103171,0.15
신동아아파트5,신방학중학교,87.86099693,0.09
신동아예지움,아주중학교,406.85037281,0.41
신동아타워,방이중학교,257.9379769,0.26
신동아타워아파트,신방학중학교,210.07627651,0.21
신동아파밀리에,서울한산초등학교,74.09253598,0.07
신동양빛여울아파트,천호중학교,100.29103638,0.10
신라샤르망,백운중학교,356.3342093,0.36
신라힐,서울방화초등학교,125.45279936,0.13
신림2차푸르지오,서울난향초등학교,215.01466044,0.22
신림2차현대,서울조원초등학교,62.13262891,0.06
신림동부센트레빌,미성중학교,446.43921399,0.45
신림동신도브래뉴,서울조원초등학교,181.77797424,0.18
신림동쌍용아파트,서울정심초등학교,316.89119219,0.32
신림동이모르젠,서울조원초등학교,324.37285572,0.32
신림큐브,서울당곡초등학교,529.92140896,0.53
신림푸르지오,난곡중학교,122.50809039,0.12
신림현대,서울신성초등학교,516.44934208,0.52
신명스카이뷰,동마중학교,357.18004305,0.36
신명아파트,서울공연초등학교,364.14953863,0.36
신목,서울정목초등학교,122.6234189,0.12
신미,서울대영초등학교,155.95110582,0.16
신반포10,경원중학교,455.18479227,0.46
신반포11,서울원촌초등학교,383.62205548,0.38
신반포12,신동중학교,179.42506326,0.18
신반포16,서울신동초등학교,160.60972468,0.16
신반포17,경원중학교,470.50267814,0.47
신반포18(49-17),신동중학교,347.20118894,0.35
신반포19,경원중학교,309.731731,0.31
신반포2,서울반원초등학교,126.10253751,0.13
신반포21,원촌중학교,326.19688656,0.33
신반포22,경원중학교,156.79805417,0.16
신반포25,서울신동초등학교,311.17782389,0.31
신반포26,경원중학교,173.75262412,0.17
신반포27,서울신동초등학교,203.76371509,0.20
신반포4,서울반원초등학교,273.34838231,0.27
신반포7,경원중학교,138.23326749,0.14
신반포8,경원중학교,296.99129501,0.30
신반포9,경원중학교,137.90435432,0.14
신반포청구,경원중학교,288.26469049,0.29
신봉,서울신봉초등학교,85.43153519,0.09
신부,서울신봉초등학교,118.1132254,0.12
신부3차파스카,서울망원초등학교,297.46919674,0.30
신부파스카(313-7),동국대학교사범대학부속중학교,212.11885614,0.21
신부파스카(313-7),동국대학교사범대학부속고등학교,212.11885614,0.21
신부파스카(319-2),동국대학교사범대학부속고등학교,180.00700513,0.18
신부파스카(319-2),동국대학교사범대학부속중학교,180.00700513,0.18
신부파스카(319-3),동국대학교사범대학부속고등학교,164.7471131,0.16
신부파스카(319-3),동국대학교사범대학부속중학교,164.7471131,0.16
신부파스카(563),장평중학교,155.67946793,0.16
신부파스카4차,서울동교초등학교,176.36012349,0.18
신부파스카5차,서울망원초등학교,140.09286334,0.14
신부파스카빌,서울신봉초등학교,204.02928085,0.20
신사동한신휴플러스,서울상신초등학교,208.82409522,0.21
신사성원,서울역촌초등학교,138.05915106,0.14
신사씨티,덕산중학교,217.06739391,0.22
신사아이빌(522),신사중학교,442.85921999,0.44
신사아크존2,신구중학교,295.08720999,0.30
신사파크빌B동,서울신구초등학교,397.86806941,0.40
신선,서울은명초등학교,466.07895582,0.47
신설동역대우아이빌1,서울용두초등학교,131.20255345,0.13
신성,상신중학교,116.16010282,0.12
신성노바빌아파트,서울풍납초등학교,370.32707919,0.37
신성둔촌미소지움1,서울한산초등학교,180.75404568,0.18
신성둔촌미소지움2,서울한산초등학교,274.08706761,0.27
신성리더스카운티,서울서원초등학교,358.7307715,0.36
신성미소시티,지구촌기독외국인학교,711.25930582,0.71
신성미소지움,서울양강초등학교,177.3023589,0.18
신성미소지움3차아파트,서울강서초등학교,89.63287624,0.09
신성미소지움아파트,공릉중학교,383.17360688,0.38
신성새실마을101동,서울청룡초등학교,247.15968666,0.25
신성새실마을103동,서울청룡초등학교,225.92673987,0.23
신성수정,서울서신초등학교,106.32845739,0.11
신성아파트101동,신구중학교,135.31379287,0.14
신성오크힐,한신초등학교,292.29795301,0.29
신성오크힐,정의여자고등학교,292.29795301,0.29
신성오크힐,정의여자중학교,292.29795301,0.29
신성은하수,서울미래초등학교,308.64265122,0.31
신세계,명덕여자중학교,165.40310622,0.17
신세계,명덕여자고등학교,165.40310622,0.17
신세계,명덕외국어고등학교,165.40310622,0.17
신세계,명덕고등학교,165.40310622,0.17
신세계(697-5),명덕여자중학교,184.76216281,0.18
신세계(697-5),명덕고등학교,184.76216281,0.18
신세계(697-5),명덕외국어고등학교,184.76216281,0.18
신세계(697-5),명덕여자고등학교,184.76216281,0.18
신세계2차,화곡보건경영고등학교,191.35720341,0.19
신세계2차,화곡중학교,191.35720341,0.19
신세계3차101동,서울가곡초등학교,408.87623034,0.41
신세계4차,서울가곡초등학교,306.45573274,0.31
신세계5차,서울내발산초등학교,290.38894485,0.29
신세계드림빌,홍익대학교사범대학부속여자중학교,233.37361341,0.23
신세계드림빌,홍익대학교사범대학부속여자고등학교,233.37361341,0.23
신세계드림빌,홍익대학교사범대학부속초등학교,233.37361341,0.23
신세계드림빌1,동명여자고등학교,244.83441294,0.24
신세계드림빌1,동명생활경영고등학교,244.83441294,0.24
신세계드림빌2,동명여자고등학교,241.28855367,0.24
