apartment_name,school_name,distance_meters,distance_km
태승훼미리아파트5차,화곡중학교,72.91932467,0.07
태승훼미리아파트5차,화곡보건경영고등학교,72.91932467,0.07
태승훼밀리,서울당중초등학교,202.14458458,0.20
태양,서울구로남초등학교,314.34942586,0.31
태양아파트,서울수리초등학교,174.63755478,0.17
태양아파트(612-2),서울신방학초등학교,238.99206382,0.24
태양아파트(612-34),서울신방학초등학교,233.42613885,0.23
태양파크빌,코리아외국인학교,193.17495177,0.19
태영,서울염창초등학교,38.24204958,0.04
태영그린(917-16),서울신강초등학교,458.09705778,0.46
태영데시앙,양화중학교,119.93158433,0.12
태영데시앙1,서울중화초등학교,160.90125357,0.16
태영데시앙2(1411동),신현고등학교,108.13192443,0.11
태영방송인,서울신곡초등학교,268.10199245,0.27
태영빌라2,서울영일초등학교,440.66635995,0.44
태영아파트,서울두산초등학교,154.48852728,0.15
태영으뜸(데시앙),서울홍제초등학교,125.45856767,0.13
태영홈아파트,구산중학교,252.4499462,0.25
태원강변,서울신자초등학교,298.47795619,0.30
태원팰리스,선린중학교,156.55824465,0.16
태원팰리스,선린인터넷고등학교,156.55824465,0.16
태원팰리스5차(432-1132),장충고등학교,94.26019791,0.09
태원팰리스5차(432-1132),장충중학교,94.26019791,0.09
태일,명덕여자고등학교,209.95933313,0.21
태일,명덕여자중학교,209.95933313,0.21
태일,명덕고등학교,209.95933313,0.21
태일,명덕외국어고등학교,209.95933313,0.21
태진,서울양강초등학교,237.4862483,0.24
태진드림피아,서울염동초등학교,144.89054601,0.14
태진아름,백석중학교,196.79780317,0.20
태진한솔,서울염동초등학교,360.81539816,0.36
태창네스트빌,서울공릉초등학교,340.02249075,0.34
태창네스트힐,서울화일초등학교,457.3732436,0.46
태천,성내중학교,261.9336387,0.26
태천와이드빌,서울강동초등학교,110.76202974,0.11
태천해오름,둔촌고등학교,372.63652059,0.37
태천해오름(412-1),서울둔촌초등학교,439.81402616,0.44
태천해오름101동,천호중학교,420.68101199,0.42
태천해오름102동A,천호중학교,416.97262531,0.42
태천해오름102동B,천호중학교,415.83983083,0.42
태천해오름103동,천호중학교,455.76129296,0.46
태천해오름15차,성내중학교,202.83643327,0.20
태천해오름아파트,서울천동초등학교,260.22676854,0.26
태천해오름주상복합,서울자양초등학교,197.98401155,0.20
태청,영일고등학교,200.83209094,0.20
태헌(신월프라자),서울신원초등학교,375.17045495,0.38
태형,양서중학교,313.81692599,0.31
태화상가빌라트,서울신서초등학교,123.66045959,0.12
태흥,서울길동초등학교,234.42063972,0.23
테마빌2,서울신사초등학교,329.8176723,0.33
테헤란로대우아이빌(891-6),대명중학교,603.0542945,0.60
텐즈힐(1단지),서울숭신초등학교,84.57682496,0.08
텐즈힐(2단지),서울숭신초등학교,295.81693026,0.30
토석아네스아파트,서울화곡초등학교,207.57130213,0.21
토성현대,서울토성초등학교,90.70480636,0.09
토토타워(5차),장충고등학교,325.55328549,0.33
토토타워(5차),장충중학교,325.55328549,0.33
투니온,서울이문초등학교,295.77018126,0.30
투원씨B동,서울우장초등학교,326.13265828,0.33
트라움하우스2,서울고등학교,284.69671271,0.28
트라움하임,매원초등학교,269.30641891,0.27
트라움하임,고명중학교,269.30641891,0.27
트라움하임,고명외식고등학교,269.30641891,0.27
트라팰리스웨스턴에비뉴,목운중학교,260.821537,0.26
트라팰리스웨스턴에비뉴,서울목운초등학교,260.821537,0.26
트라팰리스이스턴에비뉴,목운중학교,202.41502154,0.20
트라팰리스이스턴에비뉴,서울목운초등학교,202.41502154,0.20
트레벨,역삼중학교,159.64351689,0.16
트리움팰리스,서울신강초등학교,409.20902834,0.41
트리지움,영동일고등학교,150.43810909,0.15
트윈빌비동,지구촌기독외국인학교,287.06210211,0.29
트윈빌에이동,지구촌기독외국인학교,330.8212362,0.33
트윈팰리스(101동),학력인정 한림연예예술고등학교,111.65185274,0.11
트윈팰리스(101동),학력인정 한림중학교(2년제),111.65185274,0.11
트윈팰리스(101동),학력인정 한림실업고등학교(2년제),111.65185274,0.11
트윈팰리스(102동),학력인정 한림중학교(2년제),118.68916455,0.12
트윈팰리스(102동),학력인정 한림실업고등학교(2년제),118.68916455,0.12
트윈팰리스(102동),학력인정 한림연예예술고등학교,118.68916455,0.12
티에스프리우스,서울교육대학교부설초등학교,319.55557269,0.32
파라다이스(477-7),서울방현초등학교,229.02452907,0.23
파라다이스리버빌,서울양남초등학교,113.32681438,0.11
파라다이스빌,동북초등학교,66.33832587,0.07
파라다이스빌,선덕중학교,66.33832587,0.07
파라다이스빌,선덕고등학교,66.33832587,0.07
파라다이스빌,세그루패션디자인고등학교,66.33832587,0.07
파라다이스빌(40-0),방이중학교,287.5301116,0.29
파라디아,서울성내초등학교,62.04802704,0.06
파르네빌,서울구남초등학교,151.78910765,0.15
파인마루오피스텔,구로중학교,87.47772396,0.09
파인빌,목동중학교,352.63898818,0.35
파인빌리지,방배중학교,379.77149677,0.38
파인힐빌,한강중학교,507.14860649,0.51
파크(가),인수중학교,552.28873366,0.55
파크(나),인수중학교,544.74294402,0.54
파크리오,서울잠현초등학교,260.12957395,0.26
파크뷰,언남중학교,349.70628875,0.35
파크뷰진도맨션,서울성내초등학교,429.46869403,0.43
파크뷰캐슬,서울체육고등학교,351.65256976,0.35
파크뷰캐슬,서울체육중학교,351.65256976,0.35
파크빌,서울홍연초등학교,679.56586516,0.68
파크사이드,서울매헌초등학교,120.60926298,0.12
파크인-수,서울잠전초등학교,446.53126842,0.45
파크타운,선화예술중학교,308.57851195,0.31
파크타운,선화예술고등학교,308.57851195,0.31
파크프라자,서울둔촌초등학교,254.50640974,0.25
파크하비오,문현중학교,404.93505712,0.40
파크힐,서울고은초등학교,235.12302936,0.24
판테옹-2,방배중학교,299.40292976,0.30
팔라디오,서울프랑스학교,368.81448995,0.37
팔라시오,서울사당초등학교,147.11048014,0.15
팔라이스아파트먼트(915-8),서울신강초등학교,384.45374592,0.38
팔라티노,서울서래초등학교,426.07978187,0.43
팰리스필,서울양동초등학교,361.50175185,0.36
팰리스힐,서울영풍초등학교,231.67804358,0.23
퍼스티안,도봉중학교,417.2586906,0.42
퍼시픽하우스44차,서울전곡초등학교,275.66842233,0.28
펜트라우스,서울공덕초등학교,275.14337123,0.28
펠리체,서울프랑스학교,335.44756567,0.34
펭귄,문창중학교,39.28407078,0.04
평대미진아파트,성덕여자중학교,46.20079551,0.05
평대미진아파트,성덕고등학교,46.20079551,0.05
평대보민아파트,성덕여자중학교,138.5838976,0.14
평대보민아파트,성덕고등학교,138.5838976,0.14
평화그린,서울강남초등학교,188.21021862,0.19
포레나 신길,서울대영초등학교,274.78756988,0.27
포레스(A동),서울성내초등학교,176.64591391,0.18
포레스빌,서울양재초등학교,415.85551081,0.42
포레스트힐시티,영원중학교,660.98029909,0.66
포스시티,서울오류초등학교,263.23824259,0.26
포스코더샵,서울신상도초등학교,157.78739441,0.16
포스코트,대치중학교,372.88694492,0.37
포시티,서울상봉초등학교,351.46606729,0.35
포엠빌,강북중학교,488.74416225,0.49
포이벨리,서울포이초등학교,308.39000473,0.31
포인트아파트에이동,서울중목초등학교,226.5881434,0.23
폭포동4단지힐스테이트(408~422동)BL3-9,신도중학교,374.92574356,0.37
폭포동4단지힐스테이트(423~425동)BL3-10,불광중학교,492.03928734,0.49
폭포동4단지힐스테이트(426~428동)BL3-11,불광중학교,614.57225124,0.61
폴라씨엘로,방배중학교,463.23642552,0.46
푸르빌3차,서울청룡초등학교,280.30855635,0.28
푸르지오시티,서울수유초등학교,453.43946819,0.45
푸른마을,경문고등학교,291.13590014,0.29
푸른마을(432-921),장충중학교,297.0583597,0.30
푸른마을(432-921),장충고등학교,297.0583597,0.30
푸른마을(8차),서울금북초등학교,142.59677383,0.14
푸른마을(B),장충고등학교,292.71493006,0.29
푸른마을(B),장충중학교,292.71493006,0.29
푸른마을2,서울지향초등학교,166.27946869,0.17
푸른마을3,서울지향초등학교,157.38280006,0.16
푸른마을4,서울지향초등학교,185.61127074,0.19
푸른마을아파트101동~111동,중산고등학교,213.63069679,0.21
푸른솔,서울녹번초등학교,595.85051507,0.60
푸른솔아파트1동,서울언북초등학교,285.44703566,0.29
푸른숲,서울연은초등학교,411.35797613,0.41
푸른숲2차(474-18),신정여자중학교,167.90036152,0.17
푸른숲2차(474-18),서울신정고등학교,167.90036152,0.17
푸른터,서울문성초등학교,392.84694449,0.39
푸리마타운,서울남부초등학교,505.24929207,0.51
풍림,서울중랑초등학교,359.73836354,0.36
풍림(1차),봉은중학교,383.67308474,0.38
풍림1,서울가주초등학교,276.51851209,0.28
풍림1차,서울홍제초등학교,311.01374582,0.31
풍림2,서울홍제초등학교,199.59498333,0.20
풍림아이원,서울한천초등학교,509.45519847,0.51
풍림아이원(101동),서울서일초등학교,323.32374169,0.32
풍림아이원(102동),서울서일초등학교,302.6263685,0.30
풍림아이원1차101동(910-3),서울도곡초등학교,224.43646935,0.22
풍림아이원2차201동,서울도곡초등학교,197.34779566,0.20
풍림아이원2차202동,서울도곡초등학교,213.79170922,0.21
풍림아이원3차(1007-1),서울대현초등학교,325.91029465,0.33
풍림아이원4차(1007-2),서울대현초등학교,312.95757278,0.31
풍림아이원아파트,서울도곡초등학교,235.07140455,0.24
풍림아이원플러스,서초문화예술정보학교,261.83117394,0.26
풍림아트빌(277-43),서울홍연초등학교,365.87169139,0.37
풍림아파트A,서울용원초등학교,205.48543198,0.21
풍림아파트B,서울용원초등학교,171.06530387,0.17
풍산쉐르빌,중랑중학교,161.14751616,0.16
풍산쉐르빌101동,상봉중학교,233.17070853,0.23
풍산쉐르빌A동,인수중학교,471.11112333,0.47
풍성애뜨란아파트,등촌중학교,361.09516108,0.36
풍원팰리스,서울신강초등학교,395.69286254,0.40
풍전,성심여자고등학교,171.50074409,0.17
풍전,성심여자중학교,171.50074409,0.17
풍진베이스타운,신연중학교,221.35653803,0.22
퓨전빌,서울광진학교,120.23174026,0.12
프라비다1,서울원당초등학교,396.61314491,0.40
프라비다2,서울청룡초등학교,336.25089744,0.34
프라비다M,서울신봉초등학교,370.92730074,0.37
프라비다트라움,서울남부초등학교,523.21188315,0.52
프라우드아파트,예일디자인고등학교,532.14011301,0.53
프라우드아파트,예일초등학교,532.14011301,0.53
프라우드아파트,예일여자중학교,532.14011301,0.53
프라우드아파트,예일여자고등학교,532.14011301,0.53
프라이어팰리스,강일중학교,241.04919398,0.24
프라임,언북중학교,436.87873372,0.44
프라임2,서울동호초등학교,420.88685441,0.42
프라임빌라트,서울프랑스학교,41.89656427,0.04
프라임팰리스,신진과학기술고등학교,86.37072549,0.09
프라임팰리스(1024-23),화곡보건경영고등학교,481.17055323,0.48
프라임팰리스(1024-23),화곡중학교,481.17055323,0.48
프라임펠리스,서울용산초등학교,292.52566487,0.29
프라자,서울길동초등학교,457.00326455,0.46
프레미어스엠코,상봉중학교,381.8813166,0.38
프레스턴(1-62),서울프랑스학교,294.92408009,0.29
프레스턴클레식,서울서래초등학교,263.39212639,0.26
프리가,한국제과학교,301.77107422,0.30
프리마빌,도곡중학교,734.74934095,0.73
프리우스,방배중학교,334.34141363,0.33
플라워스위트101동102동,서울사당초등학교,399.43453451,0.40
피스플하우스,백운중학교,79.87565909,0.08
피어리스,서울미동초등학교,80.9636351,0.08
피오레,서울정릉초등학교,499.95906436,0.50
필그린빌라,방배중학교,311.52354262,0.31
필로스(193-45),대치중학교,362.24300712,0.36
하계1청구,혜성여자고등학교,223.18530701,0.22
하계2현대,서울동천학교,77.23836145,0.08
하나세인스톤1차,서울신구로초등학교,203.76945789,0.20
하나세인스톤2차,영림중학교,135.24774601,0.14
하나세인스톤3차,구로고등학교,241.2977488,0.24
하나세인스톤Ⅴ,서울동구로초등학교,68.65078194,0.07
하나어울림,서울정문학교,303.52458323,0.30
하나테크노빌,광성고등학교,358.43613307,0.36
하나테크노빌,광성중학교,358.43613307,0.36
하나플러스,서울길동초등학교,278.10363221,0.28
하나플러스ll,서울체육중학교,367.38361592,0.37
하나플러스ll,서울체육고등학교,367.38361592,0.37
하늘공원(101동),공릉중학교,446.84252585,0.45
하늘공원아파트(102동),공릉중학교,419.52199507,0.42
하늘공원아파트(103동),공릉중학교,405.34575927,0.41
하늘바람,서울서래초등학교,252.04648482,0.25
하늘애,동국대학교사범대학부속가람중학교,373.15239802,0.37
하늘애,동국대학교사범대학부속가람고등학교,373.15239802,0.37
하니맨션,덕수중학교,557.71050833,0.56
하루방,신도봉중학교,343.71645058,0.34
하림빌라트,대광초등학교,199.42408047,0.20
하야트빌,서울신구초등학교,169.33128019,0.17
하영,장충중학교,282.39738804,0.28
하영,장충고등학교,282.39738804,0.28
하우니티,창북중학교,240.0938497,0.24
하이1(113-5),서울실용음악고등학교,279.73973775,0.28
하이리빙,서울덕의초등학교,187.43774996,0.19
하이브,동신중학교,290.58537612,0.29
하이브2,동신중학교,108.40047797,0.11
하이캐슬,국사봉중학교,183.29339667,0.18
하이캐슬101동,서울청룡초등학교,269.85747255,0.27
하이파크아파트,서울삼전초등학교,523.16455438,0.52
하이페리온,은광여자고등학교,46.63477227,0.05
하이페리온,은성중학교,46.63477227,0.05
하이페리온2,서울서정초등학교,257.06780834,0.26
하이펠리스,서울창서초등학교,556.43406176,0.56
학마을1단지,양천고등학교,83.59923494,0.08
학여울청구,중평중학교,112.09173776,0.11
한가람,용산철도고등학교,400.78365727,0.40
한강,신동중학교,526.40363755,0.53
한강(대우),용산철도고등학교,301.06192617,0.30
한강1차대주피오레,서울동교초등학교,551.15162913,0.55
한강2차대주피오레,서울동교초등학교,487.59239765,0.49
한강그린1차아파트,서울동교초등학교,673.7517942,0.67
한강그린2차,서울성산초등학교,608.33202093,0.61
한강극동,신양중학교,91.32564997,0.09
한강대우트럼프월드3,서울한강초등학교,299.10325881,0.30
한강동부,용산철도고등학교,431.25726746,0.43
한강동아,염창중학교,219.97025608,0.22
한강동원아파트,성산중학교,443.05430868,0.44
한강로대우아이빌,서울용산초등학교,545.77760608,0.55
한강르네상스,서울서빙고초등학교,286.30613982,0.29
한강리치팰리스,서울신암초등학교,92.17182287,0.09
한강맨숀,서울신용산초등학교,147.32145373,0.15
한강밤섬자이,서울서강초등학교,369.94811569,0.37
한강빌라,오산고등학교,344.3913763,0.34
한강빌라,오산중학교,344.3913763,0.34
한강삼성,서울염리초등학교,553.45675977,0.55
한강성원,신양중학교,232.16909929,0.23
한강수,서울원효초등학교,278.12041046,0.28
한강쌍용,서울본동초등학교,189.54996796,0.19
한강아남,신양중학교,149.03470457,0.15
한강아파트,서울영중초등학교,432.07029298,0.43
한강우성,신양중학교,235.68315673,0.24
한강월드컵,서울망원초등학교,128.07672867,0.13
한강자이에클라트,성심여자중학교,309.96509438,0.31
한강자이에클라트,성심여자고등학교,309.96509438,0.31
한강타운,서울원효초등학교,126.07529187,0.13
한강포스파크,신암중학교,58.0402626,0.06
한강현대,신양중학교,307.07268908,0.31
한강현대아파트,광남고등학교,47.84726113,0.05
한강훼미리,천호중학교,440.49487625,0.44
한강훼미리주상복합아파트,장평중학교,281.22917336,0.28
한건,서울선사초등학교,336.45657695,0.34
한건브리앙,혜원여자고등학교,422.65940694,0.42
한건브리앙,혜원여자중학교,422.65940694,0.42
한건브리앙아파트,광성하늘빛학교,601.31135447,0.60
한건토파즈빌,서울마장초등학교,270.85000759,0.27
한건토파즈빌,마장중학교,270.85000759,0.27
한국,서울공릉초등학교,484.62117453,0.48
한국개나리,서울신길초등학교,447.66953071,0.45
한국리치빌,서울역촌초등학교,176.234324,0.18
한국프라우드,서울성산초등학교,547.65816414,0.55
한국현대,구일중학교,315.24913059,0.32
한남더힐,지구촌기독외국인학교,203.66269342,0.20
한남동UNVILLAGE루하우스,지구촌기독외국인학교,71.84591471,0.07
한남동동원베네스트,지구촌기독외국인학교,796.37265426,0.80
한남동리첸시아,지구촌기독외국인학교,425.43520022,0.43
한남로얄팰리스,서울보광초등학교,288.21714315,0.29
한남파라곤,서울한남초등학교,205.03821702,0.21
한남하우스,서울한남초등학교,118.02134179,0.12
한남하이츠,옥정중학교,267.237179,0.27
한남힐스테이트,오산고등학교,599.35610231,0.60
한남힐스테이트,오산중학교,599.35610231,0.60
한독,성내중학교,298.50582931,0.30
한라,서울영원초등학교,543.5788893,0.54
한라비발디,서울언주초등학교,262.88955929,0.26
한라비발디스튜디오193,서초문화예술정보학교,323.17924683,0.32
한라아파트,서울신양초등학교,108.34451961,0.11
한라타운아파트,서울난우초등학교,213.90378918,0.21
한림,서울포이초등학교,276.1192799,0.28
한림101동,서울성원초등학교,241.6184693,0.24
한림타운,서울양천초등학교,183.07197184,0.18
한마을,경인고등학교,271.18735369,0.27
한마음(796-72),서울구로남초등학교,154.23114639,0.15
한명딩크,서울역촌초등학교,553.98367838,0.55
한미(286-1),서울치현초등학교,236.1579304,0.24
한백e,서울신강초등학교,367.54954251,0.37
한백e타운(46-219),서울화곡초등학교,167.85386289,0.17
한백고은,서울오류초등학교,239.28210909,0.24
한백아파트,서울신강초등학교,442.94847587,0.44
한백힐,서울오류초등학교,253.3078897,0.25
한보1,서울마천초등학교,221.916332,0.22
한보구암마을,영등포공업고등학교,212.18387064,0.21
한보미도맨션1,서울대곡초등학교,252.19525991,0.25
한보미도맨션2,서울대곡초등학교,252.19525991,0.25
한빛골드빌1차,동신중학교,264.09503129,0.26
한빛무궁화101동,서울신흥초등학교,176.37839102,0.18
한빛웰리스,잠실중학교,224.2770795,0.22
한사랑2삼성,서울백석초등학교,187.13750069,0.19
한서3차,명덕고등학교,155.9162712,0.16
한서3차,명덕외국어고등학교,155.9162712,0.16
한서3차,명덕여자고등학교,155.9162712,0.16
한서3차,명덕여자중학교,155.9162712,0.16
한성,서초중학교,187.54170658,0.19
한성1,지구촌기독외국인학교,340.66891559,0.34
한성나이스빌,방산중학교,104.81768254,0.10
한성산장,은평고등학교,78.64223591,0.08
한성아파트,서울보라매초등학교,85.9468649,0.09
한솔,서울목원초등학교,505.6850725,0.51
한솔e(A동),중화고등학교,182.89755381,0.18
한솔e(B동),중화고등학교,172.61339918,0.17
한솔로이젠트,서울언주초등학교,207.16971989,0.21
한솔리베르,광양고등학교,144.44011092,0.14
한솔마을,중산고등학교,520.49470943,0.52
한솔브리즈,동신중학교,185.13084909,0.19
한솔솔파크,둔촌중학교,370.47394465,0.37
한솔스위트벨리,화원중학교,317.06590066,0.32
한솔아크로,서울사당초등학교,639.65463072,0.64
한솔아트빌라,독산고등학교,79.47141545,0.08
한솔아파트,서울광진초등학교,365.27643481,0.37
한솔애리즈(438-56),서울둔촌초등학교,426.90239054,0.43
한솔애리즈1,성내중학교,392.94399143,0.39
한솔애리즈202동,서울둔촌초등학교,444.62243355,0.44
한솔애리즈2차,서울둔촌초등학교,418.6922586,0.42
한솔애리즈3차,성내중학교,233.49715554,0.23
한솔애리즈501동,서울둔촌초등학교,417.28605158,0.42
한솔애리즈601동,동신중학교,256.01040786,0.26
한솔캐스빌,서울숭미초등학교,231.81431598,0.23
한솔힐스빌,서울우이초등학교,117.53030803,0.12
한숲마을대림,서울정곡초등학교,129.35488076,0.13
한스빌(836),서울역삼초등학교,135.33576431,0.14
한스타워,구로고등학교,215.68598955,0.22
한승미메이드,서울서일초등학교,275.31888492,0.28
한신,청량중학교,127.86521253,0.13
한신(792-29),서울구로남초등학교,232.74745618,0.23
한신(개포),대치중학교,303.5051671,0.30
한신1,서울용동초등학교,356.03921781,0.36
한신15차,덜위치칼리지서울영국학교,161.33191974,0.16
한신1차,서울온곡초등학교,304.12745533,0.30
한신2,서울용동초등학교,356.03921781,0.36
한신2차,서울계상초등학교,269.27881715,0.27
한신3차,계성초등학교,251.07055927,0.25
한신4차,서울노원초등학교,93.86831282,0.09
한신APT,서울신창초등학교,288.81423935,0.29
한신공영,서울영문초등학교,208.39135154,0.21
한신그린,경원중학교,222.07271473,0.22
한신동성,혜성여자고등학교,189.76833866,0.19
한신로얄,경원중학교,223.44253666,0.22
한신무학,서울무학초등학교,151.54051033,0.15
한신베네스트아파트,서울신강초등학교,369.11898824,0.37
한신상가,반포중학교,356.46722971,0.36
한신서래,서울잠원초등학교,377.18293506,0.38
한신아파트,서울홍파초등학교,304.26093783,0.30
한신아파트상가동유치원동(102~102),서울상봉초등학교,144.69702383,0.14
한신아파트상가동유치원동(103~109),서울상봉초등학교,144.69702383,0.14
한신엠비씨,서울언주초등학교,347.95710195,0.35
한신오페라하우스,서울언북초등학교,119.63739416,0.12
한신오페라하우스2차,서울언북초등학교,147.25740028,0.15
한신월드,서울수암초등학교,213.25245846,0.21
한신잠실코아,잠실중학교,403.33109204,0.40
한신진일빌라트,서울신동초등학교,316.30617161,0.32
한신타운,경원중학교,314.88927721,0.31
한신타워,서울반원초등학교,166.03472635,0.17
한신트리플,서문여자고등학교,495.09928533,0.50
한신트리플,서문여자중학교,495.09928533,0.50
한신플러스A,서울돈암초등학교,165.24454611,0.17
한신플러스B,서울돈암초등학교,77.65634169,0.08
한신플러스C,서울돈암초등학교,189.88317153,0.19
한신플러스타운,서울오류초등학교,130.11533592,0.13
한신한강,성원중학교,415.31617855,0.42
한신휴1차,서울대동초등학교,282.92274403,0.28
한신휴2차,서울신대림초등학교,327.25455244,0.33
한신휴플러스,서울영본초등학교,269.68208855,0.27
한신휴플러스(1280-0),서울영서초등학교,378.64363448,0.38
한신휴플러스(1280-1),서울구로남초등학교,346.9235493,0.35
한신휴플러스그린파크,동대문중학교,209.44998228,0.21
한아(987-21),서울문성초등학교,186.21867258,0.19
한아102(994-73),서울정심초등학교,191.69754766,0.19
한아름,선일여자고등학교,101.5641825,0.10
한아름,선일여자중학교,101.5641825,0.10
한아름,선일빅데이터고등학교,101.5641825,0.10
한아름,선일초등학교,101.5641825,0.10
한아마인드,가산중학교,198.37079765,0.20
한아프라임101동,세일중학교,142.34905956,0.14
한양,광진중학교,113.58425876,0.11
한양1,신도봉중학교,467.77877889,0.47
한양1차(영동한양),압구정중학교,512.5972997,0.51
한양2,청담고등학교,363.04846418,0.36
한양3,압구정중학교,472.09321387,0.47
한양4,압구정중학교,349.30616345,0.35
한양5,청담고등학교,192.83072053,0.19
한양6,압구정중학교,274.06042316,0.27
한양7,청담중학교,83.92716025,0.08
한양8(81동한개동),청담고등학교,291.42239886,0.29
한양I-Class,도선고등학교,327.92391896,0.33
한양럭스,서울논현초등학교,871.96830933,0.87
한양립스,동신중학교,312.75685143,0.31
한양빌라트,언북중학교,326.61302263,0.33
한양수자인,도봉중학교,437.0500302,0.44
한양수자인어반게이트,서울학동초등학교,583.13054334,0.58
한양아이클래스,서울용두초등학교,301.81135642,0.30
한양아트빌(77-3),서울역촌초등학교,396.00819495,0.40
한양아파트,서울송파초등학교,288.23070677,0.29
한양팰리스,단국대학교사범대학부속고등학교,432.24752725,0.43
한양팰리스,단국대학교부속소프트웨어고등학교,432.24752725,0.43
한양팰리스,단국대학교사범대학부속중학교,432.24752725,0.43
한영(101),중랑중학교,176.06316198,0.18
한영(103),중랑중학교,197.9510288,0.20
한영(104),중화고등학교,195.48649798,0.20
한영드림,서울면목초등학교,138.28415679,0.14
한오,서울방화초등학교,94.72438398,0.09
한우리(101동),서울양강초등학교,253.05590898,0.25
한우리아파트,서울양강초등학교,259.83708191,0.26
한울네세창,서울망우초등학교,217.97220514,0.22
한울뉴타운,서울북가좌초등학교,135.8632593,0.14
한울앤하우스,명덕고등학교,253.72394075,0.25
한울앤하우스,명덕여자중학교,253.72394075,0.25
한울앤하우스,명덕외국어고등학교,253.72394075,0.25
한울앤하우스,명덕여자고등학교,253.72394075,0.25
한인트윈빌,서울홍연초등학교,590.74844831,0.59
한일,서울정목초등학교,331.18534834,0.33
한일(424-1),서울군자초등학교,383.23061548,0.38
한일1,서울선곡초등학교,504.14366896,0.50
한일2,서울선곡초등학교,476.42111188,0.48
한일노벨리아,서울답십리초등학교,283.61054305,0.28
한일써너스빌,상봉중학교,499.8771547,0.50
한일써너스빌리젠시1단지(101동),혜원여자고등학교,549.27252905,0.55
한일써너스빌리젠시1단지(101동),혜원여자중학교,549.27252905,0.55
한일써너스빌리젠시2단지,혜원여자중학교,539.81758186,0.54
한일써너스빌리젠시2단지,혜원여자고등학교,539.81758186,0.54
한일유앤아이,서울영일초등학교,701.58069803,0.70
한일유앤아이2차,서울사당초등학교,221.61898293,0.22
한일퍼스트빌(415-37),서울구로초등학교,590.07671781,0.59
한일휴니스빌,서울공릉초등학교,123.35726327,0.12
한전우성1,신명중학교,483.85647724,0.48
한주에코,서울삼성학교,561.37200835,0.56
한진,서울개명초등학교,200.65455748,0.20
한진(609-1),동구여자중학교,186.14113124,0.19
한진(609-1),서울동구고등학교,186.14113124,0.19
한진로즈힐,언북중학교,354.29528397,0.35
한진리버타운,서울은로초등학교,427.61678912,0.43
한진아파트,서울공연초등학교,475.93947555,0.48
한진타운,서울경일초등학교,117.05245891,0.12
한진한화그랑빌,서울한천초등학교,314.38640714,0.31
한진해모로,동원중학교,127.23119007,0.13
한창늘푸른,서울상경초등학교,130.52443421,0.13
한티(933-35),서울도곡초등학교,254.69419505,0.25
한화꿈에그린,신양중학교,139.54054823,0.14
한화꿈에그린2차,서울논현초등학교,408.26244565,0.41
한화꿈에그린TheFIRST,서울중계초등학교,174.85915528,0.17
한화성원아파트,서울방학초등학교,308.57921302,0.31
한화오벨리스크,서울염리초등학교,289.17337024,0.29
한화진넥스빌,진선여자고등학교,359.68576433,0.36
한화진넥스빌,진선여자중학교,359.68576433,0.36
한효,고척중학교,196.74582051,0.20
함성드림빌,서울망원초등학교,174.83021254,0.17
함성백합,서울동교초등학교,145.87010762,0.15
함성월드빌2차,서울성산초등학교,141.12452481,0.14
함성월드빌3차301동,서울동교초등학교,362.60558203,0.36
함성참좋은,홍익대학교사범대학부속여자중학교,239.41960228,0.24
함성참좋은,홍익대학교사범대학부속초등학교,239.41960228,0.24
함성참좋은,홍익대학교사범대학부속여자고등학교,239.41960228,0.24
해가든,중앙대학교사범대학부속초등학교,237.04707251,0.24
해가든(454-1),서울성내초등학교,331.64717293,0.33
해담채3,영림중학교,37.60464942,0.04
해동아파트A동(134-5),서울방산초등학교,178.40122311,0.18
해동아파트B동(134-22),서울방산초등학교,173.52152162,0.17
해동훼미리,상봉중학교,270.92227484,0.27
해모로,서울서강초등학교,284.71903227,0.28
해모로아파트,서울번동초등학교,368.08917585,0.37
해밀,성덕여자중학교,294.23130409,0.29
해밀,성덕고등학교,294.23130409,0.29
해바라기,서울새롬학교,128.2791882,0.13
해오름,선정고등학교,187.15802147,0.19
해오름,선정중학교,187.15802147,0.19
해오름,선정국제관광고등학교,187.15802147,0.19
해오름101동,혜원여자중학교,440.34921538,0.44
해오름101동,혜원여자고등학교,440.34921538,0.44
해오름102동,혜원여자고등학교,431.55968431,0.43
해오름102동,혜원여자중학교,431.55968431,0.43
해오름2차,서울성산초등학교,289.35323244,0.29
해주,서울신원초등학교,500.98897482,0.50
해주드림빌,서울녹번초등학교,250.64885712,0.25
해찬아파트,서울문교초등학교,327.70912817,0.33
해청,코리아외국인학교,409.66793102,0.41
해청파인빌,코리아외국인학교,428.41149526,0.43
해태,서울강서초등학교,196.2522989,0.20
해태골든팰리스,영일고등학교,93.54058429,0.09
해태드림타운,신진과학기술고등학교,167.25235071,0.17
해태보라매타워,서울새롬학교,299.52113179,0.30
해피그린(171-31),서울덕의초등학교,212.04757858,0.21
해피존,서울성서초등학교,176.21186401,0.18
해피존2,서울중동초등학교,298.90698264,0.30
해피플러스1,서울연광초등학교,323.03929577,0.32
햄프턴코트,서울서일초등학교,232.51537317,0.23
행남그랜드,서울삼광초등학교,138.45806085,0.14
행당두산위브,무학중학교,117.9205945,0.12
행당브라운스톤,서울행현초등학교,102.1411457,0.10
